folio,material_id,material,familia,unidad,proveedor_id,proveedor,origen,distancia_km,pad_id,pad,operadora,mes,fecha_orden,fecha_plan,fecha_real,lead_plan_dias,lead_real_dias,retraso_dias,cant_plan,cant_real,costo_material_usd,costo_flete_usd,costo_demora_usd,estado
ENV-00408,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-02,Bandurria Sur,YPF,2024-10,2024-10-10,2024-10-14,2024-10-14,4,4,0,120.0,121.1,115045.0,2657.0,0,OTIF
ENV-00409,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-06,Bajada del Palo,Vista,2024-10,2024-10-25,2024-10-29,2024-10-29,4,4,0,120.0,98.4,93480.0,2124.0,0,Incompleto
ENV-00410,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-04,Fortin de Piedra,Tecpetrol,2024-10,2024-10-21,2024-10-28,2024-10-28,7,7,0,120.0,120.5,114475.0,9159.0,0,OTIF
ENV-00411,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-11,Aguada Federal,Wintershall,2024-10,2024-10-10,2024-10-12,2024-10-12,2,2,0,120.0,119.3,113335.0,2640.0,0,OTIF
ENV-00412,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-11,Aguada Federal,Wintershall,2024-10,2024-10-06,2024-10-13,2024-10-13,7,7,0,120.0,119.4,113430.0,9014.0,0,OTIF
ENV-00413,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-06,Bajada del Palo,Vista,2024-10,2024-10-08,2024-10-14,2024-10-18,6,10,4,120.0,120.6,114570.0,9751.0,10200,Demorado
ENV-00414,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-06,Bajada del Palo,Vista,2024-10,2024-10-02,2024-10-09,2024-10-09,7,7,0,120.0,119.5,113525.0,8924.0,0,OTIF
ENV-00415,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-05,Rincon La Ceniza,Shell,2024-10,2024-10-25,2024-10-31,2024-10-30,6,5,-1,120.0,119.8,113810.0,10528.0,0,OTIF
ENV-00416,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-07,El Trapial,Chevron,2024-10,2024-10-02,2024-10-05,2024-10-05,3,3,0,120.0,120.5,114475.0,2573.0,0,OTIF
ENV-00417,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-02,Bandurria Sur,YPF,2024-10,2024-10-07,2024-10-10,2024-10-10,3,3,0,120.0,119.4,113430.0,2584.0,0,OTIF
ENV-00418,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-03,La Amarga Chica,YPF,2024-10,2024-10-20,2024-10-23,2024-10-23,3,3,0,120.0,120.9,114855.0,2492.0,0,OTIF
ENV-00419,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-10,Cruz de Lorena,Shell,2024-10,2024-10-06,2024-10-08,2024-10-08,2,2,0,120.0,120.9,114855.0,2694.0,0,OTIF
ENV-00420,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-03,La Amarga Chica,YPF,2024-10,2024-10-26,2024-11-01,2024-11-01,6,6,0,120.0,120.8,114760.0,9714.0,0,OTIF
ENV-00421,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-08,Aguada Pichana,Total,2024-10,2024-10-24,2024-10-27,2024-10-27,3,3,0,120.0,120.5,114475.0,2363.0,0,OTIF
ENV-00422,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-11,Aguada Federal,Wintershall,2024-10,2024-10-09,2024-10-12,2024-10-12,3,3,0,120.0,120.1,114095.0,2785.0,0,OTIF
ENV-00423,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-02,Bandurria Sur,YPF,2024-11,2024-11-12,2024-11-16,2024-11-16,4,4,0,120.0,120.4,114380.0,2427.0,0,OTIF
ENV-00424,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-06,Bajada del Palo,Vista,2024-11,2024-11-25,2024-11-29,2024-11-28,4,3,-1,120.0,119.9,113905.0,2865.0,0,OTIF
ENV-00425,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-06,Bajada del Palo,Vista,2024-11,2024-11-06,2024-11-10,2024-11-10,4,4,0,120.0,119.0,113050.0,2760.0,0,OTIF
ENV-00426,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-05,Rincon La Ceniza,Shell,2024-11,2024-11-11,2024-11-15,2024-11-15,4,4,0,120.0,120.9,114855.0,2540.0,0,OTIF
ENV-00427,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-08,Aguada Pichana,Total,2024-11,2024-11-19,2024-11-21,2024-11-20,2,1,-1,120.0,120.4,114380.0,3154.0,0,OTIF
ENV-00428,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-04,Fortin de Piedra,Tecpetrol,2024-11,2024-11-23,2024-11-26,2024-11-25,3,2,-1,120.0,120.1,114095.0,2577.0,0,OTIF
ENV-00429,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-02,Bandurria Sur,YPF,2024-11,2024-11-13,2024-11-16,2024-11-15,3,2,-1,120.0,119.7,113715.0,2699.0,0,OTIF
ENV-00430,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-11,Aguada Federal,Wintershall,2024-11,2024-11-24,2024-11-26,2024-11-26,2,2,0,120.0,103.3,98135.0,2622.0,0,Incompleto
ENV-00431,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-09,Los Toldos,ExxonMobil,2024-11,2024-11-16,2024-11-20,2024-11-20,4,4,0,120.0,119.2,113240.0,2653.0,0,OTIF
ENV-00432,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-10,Cruz de Lorena,Shell,2024-11,2024-11-21,2024-11-25,2024-11-25,4,4,0,120.0,120.0,114000.0,2701.0,0,OTIF
ENV-00433,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-06,Bajada del Palo,Vista,2024-11,2024-11-03,2024-11-06,2024-11-05,3,2,-1,120.0,120.6,114570.0,2407.0,0,OTIF
ENV-00434,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-01,Loma Campana,YPF,2024-11,2024-11-10,2024-11-13,2024-11-13,3,3,0,120.0,120.2,114190.0,2778.0,0,OTIF
ENV-00435,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-07,El Trapial,Chevron,2024-11,2024-11-18,2024-11-21,2024-11-21,3,3,0,120.0,120.8,114760.0,2458.0,0,OTIF
ENV-00436,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-04,Fortin de Piedra,Tecpetrol,2024-11,2024-11-03,2024-11-06,2024-11-06,3,3,0,120.0,119.3,113335.0,2354.0,0,OTIF
ENV-00437,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-11,Aguada Federal,Wintershall,2024-11,2024-11-05,2024-11-09,2024-11-09,4,4,0,120.0,119.6,113620.0,2405.0,0,OTIF
ENV-00438,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-02,Bandurria Sur,YPF,2024-12,2024-12-18,2024-12-21,2024-12-21,3,3,0,120.0,97.8,92910.0,2091.0,0,Incompleto
ENV-00439,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-05,Rincon La Ceniza,Shell,2024-12,2024-12-07,2024-12-10,2024-12-10,3,3,0,120.0,120.8,114760.0,2874.0,0,OTIF
ENV-00440,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-07,El Trapial,Chevron,2024-12,2024-12-02,2024-12-06,2024-12-06,4,4,0,120.0,120.8,114760.0,2804.0,0,OTIF
ENV-00441,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-12,Coiron Amargo,Pan American,2024-12,2024-12-04,2024-12-11,2024-12-11,7,7,0,120.0,118.9,112955.0,9463.0,0,OTIF
ENV-00442,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-11,Aguada Federal,Wintershall,2024-12,2024-12-25,2024-12-28,2024-12-28,3,3,0,120.0,119.2,113240.0,2727.0,0,OTIF
ENV-00443,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-09,Los Toldos,ExxonMobil,2024-12,2024-12-24,2024-12-31,2024-12-31,7,7,0,120.0,118.9,112955.0,9891.0,0,OTIF
ENV-00444,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-07,El Trapial,Chevron,2024-12,2024-12-04,2024-12-06,2024-12-06,2,2,0,120.0,120.7,114665.0,2336.0,0,OTIF
ENV-00445,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-12,Coiron Amargo,Pan American,2024-12,2024-12-02,2024-12-06,2024-12-06,4,4,0,120.0,119.2,113240.0,2606.0,0,OTIF
ENV-00446,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-11,Aguada Federal,Wintershall,2024-12,2024-12-20,2024-12-22,2024-12-22,2,2,0,120.0,119.1,113145.0,2589.0,0,OTIF
ENV-00447,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-11,Aguada Federal,Wintershall,2024-12,2024-12-11,2024-12-18,2024-12-17,7,6,-1,120.0,120.5,114475.0,9133.0,0,OTIF
ENV-00448,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-08,Aguada Pichana,Total,2024-12,2024-12-02,2024-12-06,2024-12-06,4,4,0,120.0,119.6,113620.0,2734.0,0,OTIF
ENV-00449,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-10,Cruz de Lorena,Shell,2024-12,2024-12-09,2024-12-15,2024-12-15,6,6,0,120.0,120.1,114095.0,9533.0,0,OTIF
ENV-00450,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-07,El Trapial,Chevron,2024-12,2024-12-25,2024-12-27,2024-12-27,2,2,0,120.0,119.6,113620.0,2594.0,0,OTIF
ENV-00451,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-04,Fortin de Piedra,Tecpetrol,2024-12,2024-12-18,2024-12-26,2024-12-30,8,12,4,120.0,119.1,113145.0,9607.0,10200,Demorado
ENV-00452,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-03,La Amarga Chica,YPF,2024-12,2024-12-03,2024-12-05,2024-12-05,2,2,0,120.0,120.2,114190.0,2801.0,0,OTIF
ENV-00453,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-10,Cruz de Lorena,Shell,2025-01,2025-01-22,2025-01-24,2025-01-24,2,2,0,120.0,121.0,114950.0,2703.0,0,OTIF
ENV-00454,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-02,Bandurria Sur,YPF,2025-01,2025-01-16,2025-01-24,2025-01-29,8,13,5,120.0,120.7,114665.0,8741.0,12750,Demorado
ENV-00455,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-01,Loma Campana,YPF,2025-01,2025-01-20,2025-01-23,2025-01-23,3,3,0,120.0,119.0,113050.0,2443.0,0,OTIF
ENV-00456,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-09,Los Toldos,ExxonMobil,2025-01,2025-01-13,2025-01-17,2025-01-17,4,4,0,120.0,119.8,113810.0,2381.0,0,OTIF
ENV-00457,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-11,Aguada Federal,Wintershall,2025-01,2025-01-21,2025-01-25,2025-01-25,4,4,0,120.0,119.2,113240.0,2799.0,0,OTIF
ENV-00458,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-09,Los Toldos,ExxonMobil,2025-01,2025-01-11,2025-01-14,2025-01-14,3,3,0,120.0,120.8,114760.0,2828.0,0,OTIF
ENV-00459,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-12,Coiron Amargo,Pan American,2025-01,2025-01-21,2025-01-25,2025-01-25,4,4,0,120.0,120.1,114095.0,2747.0,0,OTIF
ENV-00460,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-08,Aguada Pichana,Total,2025-01,2025-01-12,2025-01-18,2025-01-18,6,6,0,120.0,120.0,114000.0,10656.0,0,OTIF
ENV-00461,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-04,Fortin de Piedra,Tecpetrol,2025-01,2025-01-10,2025-01-13,2025-01-18,3,8,5,120.0,119.5,113525.0,2632.0,12750,Demorado
ENV-00462,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-10,Cruz de Lorena,Shell,2025-01,2025-01-18,2025-01-20,2025-01-21,2,3,1,120.0,119.7,113715.0,2919.0,2550,Demorado
ENV-00463,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-05,Rincon La Ceniza,Shell,2025-01,2025-01-08,2025-01-12,2025-01-12,4,4,0,120.0,120.5,114475.0,2780.0,0,OTIF
ENV-00464,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-12,Coiron Amargo,Pan American,2025-01,2025-01-06,2025-01-10,2025-01-09,4,3,-1,120.0,119.7,113715.0,2762.0,0,OTIF
ENV-00465,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-07,El Trapial,Chevron,2025-01,2025-01-25,2025-01-27,2025-01-27,2,2,0,120.0,120.2,114190.0,2332.0,0,OTIF
ENV-00466,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-01,Loma Campana,YPF,2025-01,2025-01-25,2025-01-29,2025-01-31,4,6,2,120.0,120.0,114000.0,2697.0,5100,Demorado
ENV-00467,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-07,El Trapial,Chevron,2025-01,2025-01-02,2025-01-06,2025-01-05,4,3,-1,120.0,120.7,114665.0,2661.0,0,OTIF
ENV-00468,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-10,Cruz de Lorena,Shell,2025-02,2025-02-11,2025-02-15,2025-02-14,4,3,-1,120.0,120.7,114665.0,2405.0,0,OTIF
ENV-00469,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-04,Fortin de Piedra,Tecpetrol,2025-02,2025-02-05,2025-02-08,2025-02-08,3,3,0,120.0,120.6,114570.0,2470.0,0,OTIF
ENV-00470,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-07,El Trapial,Chevron,2025-02,2025-02-03,2025-02-07,2025-02-06,4,3,-1,120.0,119.8,113810.0,2519.0,0,OTIF
ENV-00471,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-11,Aguada Federal,Wintershall,2025-02,2025-02-11,2025-02-14,2025-02-14,3,3,0,120.0,120.7,114665.0,2686.0,0,OTIF
ENV-00472,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-04,Fortin de Piedra,Tecpetrol,2025-02,2025-02-15,2025-02-19,2025-02-19,4,4,0,120.0,119.1,113145.0,2344.0,0,OTIF
ENV-00473,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-05,Rincon La Ceniza,Shell,2025-02,2025-02-20,2025-02-27,2025-02-26,7,6,-1,120.0,118.9,112955.0,8939.0,0,OTIF
ENV-00474,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-09,Los Toldos,ExxonMobil,2025-02,2025-02-18,2025-02-22,2025-02-22,4,4,0,120.0,120.5,114475.0,2339.0,0,OTIF
ENV-00475,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-09,Los Toldos,ExxonMobil,2025-02,2025-02-19,2025-02-26,2025-02-26,7,7,0,120.0,120.3,114285.0,8704.0,0,OTIF
ENV-00476,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-02,Bandurria Sur,YPF,2025-02,2025-02-21,2025-03-01,2025-03-01,8,8,0,120.0,120.9,114855.0,8671.0,0,OTIF
ENV-00477,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-07,El Trapial,Chevron,2025-02,2025-02-21,2025-02-24,2025-02-24,3,3,0,120.0,119.3,113335.0,2863.0,0,OTIF
ENV-00478,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-01,Loma Campana,YPF,2025-02,2025-02-18,2025-02-24,2025-02-24,6,6,0,120.0,120.6,114570.0,8650.0,0,OTIF
ENV-00479,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-11,Aguada Federal,Wintershall,2025-02,2025-02-22,2025-02-24,2025-02-24,2,2,0,120.0,118.9,112955.0,2457.0,0,OTIF
ENV-00480,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-01,Loma Campana,YPF,2025-02,2025-02-13,2025-02-19,2025-02-25,6,12,6,120.0,119.7,113715.0,10564.0,15300,Demorado
ENV-00481,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-11,Aguada Federal,Wintershall,2025-02,2025-02-20,2025-02-27,2025-02-27,7,7,0,120.0,121.0,114950.0,9332.0,0,OTIF
ENV-00482,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-11,Aguada Federal,Wintershall,2025-02,2025-02-18,2025-02-22,2025-02-22,4,4,0,120.0,119.5,113525.0,2717.0,0,OTIF
ENV-00483,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-07,El Trapial,Chevron,2025-02,2025-02-17,2025-02-25,2025-02-25,8,8,0,120.0,120.1,114095.0,10570.0,0,OTIF
ENV-00484,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-03,La Amarga Chica,YPF,2025-02,2025-02-04,2025-02-07,2025-02-07,3,3,0,120.0,119.9,113905.0,2852.0,0,OTIF
ENV-00485,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-05,Rincon La Ceniza,Shell,2025-03,2025-03-21,2025-03-27,2025-03-30,6,9,3,120.0,120.3,114285.0,9845.0,7650,Demorado
ENV-00486,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-06,Bajada del Palo,Vista,2025-03,2025-03-08,2025-03-12,2025-03-11,4,3,-1,120.0,119.9,113905.0,2964.0,0,OTIF
ENV-00487,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-08,Aguada Pichana,Total,2025-03,2025-03-06,2025-03-12,2025-03-12,6,6,0,120.0,121.1,115045.0,10598.0,0,OTIF
ENV-00488,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-11,Aguada Federal,Wintershall,2025-03,2025-03-14,2025-03-16,2025-03-16,2,2,0,120.0,120.9,114855.0,2612.0,0,OTIF
ENV-00489,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-04,Fortin de Piedra,Tecpetrol,2025-03,2025-03-11,2025-03-18,2025-03-18,7,7,0,120.0,120.5,114475.0,9434.0,0,OTIF
ENV-00490,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-09,Los Toldos,ExxonMobil,2025-03,2025-03-24,2025-03-28,2025-03-28,4,4,0,120.0,120.9,114855.0,2725.0,0,OTIF
ENV-00491,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-12,Coiron Amargo,Pan American,2025-03,2025-03-18,2025-03-22,2025-03-22,4,4,0,120.0,119.3,113335.0,2565.0,0,OTIF
ENV-00492,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-05,Rincon La Ceniza,Shell,2025-03,2025-03-10,2025-03-16,2025-03-16,6,6,0,120.0,106.5,101175.0,7993.0,0,Incompleto
ENV-00493,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-12,Coiron Amargo,Pan American,2025-03,2025-03-21,2025-03-23,2025-03-23,2,2,0,120.0,119.1,113145.0,2547.0,0,OTIF
ENV-00494,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-08,Aguada Pichana,Total,2025-03,2025-03-15,2025-03-18,2025-03-18,3,3,0,120.0,120.5,114475.0,2422.0,0,OTIF
ENV-00495,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-02,Bandurria Sur,YPF,2025-03,2025-03-24,2025-03-28,2025-03-28,4,4,0,120.0,120.7,114665.0,2622.0,0,OTIF
ENV-00496,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-07,El Trapial,Chevron,2025-03,2025-03-06,2025-03-08,2025-03-08,2,2,0,120.0,119.2,113240.0,2806.0,0,OTIF
ENV-00497,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-01,Loma Campana,YPF,2025-03,2025-03-06,2025-03-13,2025-03-13,7,7,0,120.0,120.3,114285.0,8840.0,0,OTIF
ENV-00498,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-01,Loma Campana,YPF,2025-03,2025-03-05,2025-03-11,2025-03-11,6,6,0,120.0,118.8,112860.0,10332.0,0,OTIF
ENV-00499,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-11,Aguada Federal,Wintershall,2025-03,2025-03-08,2025-03-11,2025-03-10,3,2,-1,120.0,119.4,113430.0,2627.0,0,OTIF
ENV-00500,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-04,Fortin de Piedra,Tecpetrol,2025-03,2025-03-20,2025-03-22,2025-03-22,2,2,0,120.0,113.4,107730.0,2878.0,0,Incompleto
ENV-00501,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-02,Bandurria Sur,YPF,2025-03,2025-03-20,2025-03-22,2025-03-22,2,2,0,120.0,120.3,114285.0,2720.0,0,OTIF
ENV-00502,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-09,Los Toldos,ExxonMobil,2025-03,2025-03-20,2025-03-23,2025-03-23,3,3,0,120.0,111.7,106115.0,2647.0,0,Incompleto
ENV-00503,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-07,El Trapial,Chevron,2025-03,2025-03-13,2025-03-20,2025-03-19,7,6,-1,120.0,119.6,113620.0,9413.0,0,OTIF
ENV-00504,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-10,Cruz de Lorena,Shell,2025-04,2025-04-07,2025-04-09,2025-04-09,2,2,0,120.0,119.0,113050.0,2997.0,0,OTIF
ENV-00505,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-12,Coiron Amargo,Pan American,2025-04,2025-04-20,2025-04-27,2025-04-27,7,7,0,120.0,121.2,115140.0,9398.0,0,OTIF
ENV-00506,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-08,Aguada Pichana,Total,2025-04,2025-04-05,2025-04-08,2025-04-08,3,3,0,120.0,119.5,113525.0,2674.0,0,OTIF
ENV-00507,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-11,Aguada Federal,Wintershall,2025-04,2025-04-04,2025-04-08,2025-04-08,4,4,0,120.0,119.8,113810.0,2511.0,0,OTIF
